,Unnamed: 0,Unnamed: 0.1,id,label,template,placeholders,nr_instances,err
18708,18708,18708,59851,putting pen on a surface,Putting [something] on a surface,['pen'],2,
18713,18713,18713,144575,moving remote control down,Moving [something] down,['remote'],2,
18723,18723,18723,149664,moving a bag up,Moving [something] up,['bag'],2,
18743,18743,18743,189714,taking a book,Taking [one of many similar things on the table],['book'],2,
18768,18768,18768,60086,moving cd up,Moving [something] up,['cd'],2,
18773,18773,18773,80034,pushing mobile from left to right,Pushing [something] from left to right,['phone'],2,
18777,18777,18777,87594,putting color pencils on a surface,Putting [something] on a surface,['pen'],2,
18784,18784,18784,68956,pushing mobile from left to right,Pushing [something] from left to right,['phone'],2,
18807,18807,18807,173722,pushing jar from left to right,Pushing [something] from left to right,['jar'],2,
18814,18814,18814,86539,uncovering pencil,Uncovering [something],['pen'],2,False
18847,18847,18847,49951,covering coin with dish,Covering [something] with [something],"['coin', 'dish']",3,e_frame - s_frame < 4
18861,18861,18861,70266,uncovering card,Uncovering [something],['card'],2,False
18876,18876,18876,37865,pushing match box from right to left,Pushing [something] from right to left,['match box'],2,
18891,18891,18891,202327,moving a sponge down,Moving [something] down,['sponge'],2,
18895,18895,18895,3046,covering eraser with tissue,Covering [something] with [something],"['eraser', 'tissue']",3,e_frame - s_frame < 4
18913,18913,18913,25955,moving mouse up,Moving [something] up,['mouse'],2,
18923,18923,18923,51815,uncovering a can,Uncovering [something],['can'],2,
18932,18932,18932,13237,pushing bottle from left to right,Pushing [something] from left to right,['bottle'],2,
18948,18948,18948,153010,putting bottle on a surface,Putting [something] on a surface,['bottle'],2,
18974,18974,18974,55806,putting toy on a surface,Putting [something] on a surface,['toy'],2,
18977,18977,18977,188702,putting pen on a surface,Putting [something] on a surface,['pen'],2,
18980,18980,18980,127249,pushing plate from left to right,Pushing [something] from left to right,['plate'],2,
18983,18983,18983,149037,putting pen on a surface,Putting [something] on a surface,['pen'],2,
18989,18989,18989,142693,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
18999,18999,18999,207523,moving clock down,Moving [something] down,['clock'],2,
19022,19022,19022,26096,pushing spoon from right to left,Pushing [something] from right to left,['spoon'],2,
19046,19046,19046,105954,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
19072,19072,19072,36359,putting smartphone on a surface,Putting [something] on a surface,['phone'],2,
19074,19074,19074,137396,pushing remote from right to left,Pushing [something] from right to left,['remote'],2,
19078,19078,19078,144850,uncovering crayon,Uncovering [something],['crayon'],2,
19114,19114,19114,129827,covering a stone with a card,Covering [something] with [something],"['stone', 'card']",3,
19131,19131,19131,69759,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
19142,19142,19142,115581,moving adapter down,Moving [something] down,['adapter'],2,
19146,19146,19146,199910,moving coin down,Moving [something] down,['coin'],2,
19161,19161,19161,131150,moving cable up,Moving [something] up,['cable'],2,
19171,19171,19171,91063,putting coffee cup on a surface,Putting [something] on a surface,['cup'],2,
19178,19178,19178,13415,putting shoes on a surface,Putting [something] on a surface,['shoe'],2,
19192,19192,19192,66672,putting color pencils on a surface,Putting [something] on a surface,['pen'],2,
19194,19194,19194,166015,pushing mouse from left to right,Pushing [something] from left to right,['mouse'],2,
19196,19196,19196,88261,putting soap on a surface,Putting [something] on a surface,['soap'],2,
19204,19204,19204,117760,moving remote up,Moving [something] up,['remote'],2,
19216,19216,19216,113478,taking remote,Taking [one of many similar things on the table],['remote'],2,
19220,19220,19220,73853,pushing pen from right to left,Pushing [something] from right to left,['pen'],2,
19258,19258,19258,89492,putting knife on a surface,Putting [something] on a surface,['knife'],2,
19262,19262,19262,134967,covering bottle with napkin,Covering [something] with [something],"['bottle', 'napkin']",3,
19264,19264,19264,116756,uncovering color pencils,Uncovering [something],['pen'],2,
19266,19266,19266,191195,putting color pencils on a surface,Putting [something] on a surface,['pen'],2,
19287,19287,19287,36418,covering a coin with a tissue,Covering [something] with [something],"['coin', 'tissue']",3,
19291,19291,19291,35373,moving shampoo up,Moving [something] up,['shampoo'],2,
19315,19315,19315,189777,uncovering a wallet,Uncovering [something],['wallet'],2,
19323,19323,19323,26408,moving box up,Moving [something] up,['box'],2,
19335,19335,19335,113223,moving cup down,Moving [something] down,['cup'],2,
19372,19372,19372,1778,moving glass down,Moving [something] down,['glass'],2,
19375,19375,19375,60023,putting pen on a surface,Putting [something] on a surface,['pen'],2,
19381,19381,19381,103679,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
19385,19385,19385,32664,taking pencil,Taking [one of many similar things on the table],['pen'],2,
19386,19386,19386,208094,putting charger on a surface,Putting [something] on a surface,['charger'],2,False
19394,19394,19394,10896,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
19411,19411,19411,213211,putting a basket on a surface,Putting [something] on a surface,['basket'],2,
19419,19419,19419,134344,uncovering a book,Uncovering [something],['book'],2,
19423,19423,19423,19940,moving remote down,Moving [something] down,['remote'],2,
19481,19481,19481,202813,taking a rock,Taking [one of many similar things on the table],['rock'],2,
19516,19516,19516,42954,pushing glass from left to right,Pushing [something] from left to right,['glass'],2,
19531,19531,19531,37673,moving wallet up,Moving [something] up,['wallet'],2,
19555,19555,19555,11199,pushing a toy car from right to left,Pushing [something] from right to left,['toy car'],2,False
19583,19583,19583,133487,moving plastic bag down,Moving [something] down,['bag'],2,
19597,19597,19597,40030,putting brush on a surface,Putting [something] on a surface,['brush'],2,
19599,19599,19599,128785,moving a scissors down,Moving [something] down,['scissors'],2,
19620,19620,19620,49009,pushing a helmet from right to left,Pushing [something] from right to left,['helmet'],2,
19622,19622,19622,12961,pushing a water bottle from left to right,Pushing [something] from left to right,['bottle'],2,
19649,19649,19649,66655,putting mobile on a surface,Putting [something] on a surface,['phone'],2,
19655,19655,19655,64625,moving pen up,Moving [something] up,['pen'],2,
19658,19658,19658,119611,covering headphones with blanket,Covering [something] with [something],"['headphones', 'blanket']",3,e_frame - s_frame < 4
19677,19677,19677,179689,covering wrist watch with cloth,Covering [something] with [something],"['watch', 'cloth']",3,
19740,19740,19740,73047,putting bottle on a surface,Putting [something] on a surface,['bottle'],2,
19752,19752,19752,70163,putting coin on a surface,Putting [something] on a surface,['coin'],2,
19754,19754,19754,39296,pushing a glass from left to right,Pushing [something] from left to right,['glass'],2,
19761,19761,19761,195741,covering charger with tissue,Covering [something] with [something],"['charger', 'tissue']",3,
19784,19784,19784,111417,pushing color pencils from left to right,Pushing [something] from left to right,['pen'],2,
19795,19795,19795,101184,moving pendrive up,Moving [something] up,['pendrive'],2,
19798,19798,19798,154607,covering card with paper,Covering [something] with [something],"['card', 'paper']",3,e_frame - s_frame < 4
19806,19806,19806,24226,putting brush on a surface,Putting [something] on a surface,['brush'],2,
19817,19817,19817,130305,pushing glass from left to right,Pushing [something] from left to right,['glass'],2,
19822,19822,19822,157417,pushing a cup from right to left,Pushing [something] from right to left,['cup'],2,
19823,19823,19823,35257,putting a remote on a surface,Putting [something] on a surface,['remote'],2,
19838,19838,19838,43523,pushing wallet from right to left,Pushing [something] from right to left,['wallet'],2,
19849,19849,19849,107661,pushing marker from left to right,Pushing [something] from left to right,['marker'],2,
19868,19868,19868,188105,taking pencil,Taking [one of many similar things on the table],['pen'],2,
19890,19890,19890,138593,moving a leaf down,Moving [something] down,['leaf'],2,
19900,19900,19900,136852,pushing mouse from right to left,Pushing [something] from right to left,['mouse'],2,
19909,19909,19909,104981,putting book on a surface,Putting [something] on a surface,['book'],2,
19964,19964,19964,116553,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
19982,19982,19982,21742,putting color pencils on a surface,Putting [something] on a surface,['pen'],2,
19989,19989,19989,103861,pushing color pencils from right to left,Pushing [something] from right to left,['pen'],2,
20073,20073,20073,185498,covering mouse with paper,Covering [something] with [something],"['mouse', 'paper']",3,
20081,20081,20081,208148,pushing paper from left to right,Pushing [something] from left to right,['paper'],2,
20091,20091,20091,170652,putting sharpener on a surface,Putting [something] on a surface,['sharpener'],2,
20094,20094,20094,210279,moving comb up,Moving [something] up,['comb'],2,
20107,20107,20107,133239,putting pen on a surface,Putting [something] on a surface,['pen'],2,
20109,20109,20109,157322,moving key up,Moving [something] up,['key'],2,
20133,20133,20133,29693,putting a bag on a surface,Putting [something] on a surface,['bag'],2,False
20140,20140,20140,16773,uncovering cellphone,Uncovering [something],['phone'],2,False
20143,20143,20143,179453,moving sunglasses up,Moving [something] up,['glass'],2,
20148,20148,20148,25467,putting scissors on a surface,Putting [something] on a surface,['scissors'],2,
20164,20164,20164,129340,covering a banana with a dish,Covering [something] with [something],"['banana', 'dish']",3,e_frame - s_frame < 4
20165,20165,20165,118581,taking a dish,Taking [one of many similar things on the table],['dish'],2,
20170,20170,20170,48539,uncovering fork,Uncovering [something],['fork'],2,
20171,20171,20171,156721,uncovering card,Uncovering [something],['card'],2,e_frame - s_frame < 4
20173,20173,20173,204860,pushing charger from left to right,Pushing [something] from left to right,['charger'],2,
20174,20174,20174,1564,uncovering candy,Uncovering [something],['candy'],2,
20211,20211,20211,95540,moving wallet up,Moving [something] up,['wallet'],2,
20215,20215,20215,105604,moving scissors down,Moving [something] down,['scissors'],2,
20216,20216,20216,96688,pushing glasses from right to left,Pushing [something] from right to left,['glass'],2,
20228,20228,20228,24835,pushing wallet from right to left,Pushing [something] from right to left,['wallet'],2,
